f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,target
66.644,30.911,39.364,39.701,50.322,44.171,53.498,56.395,46.973,71.016,48.019,46.796,35.699,63.252,44.103,48.842,61.847,43.02,64.769,50.06,161.47474
44.009,56.88,48.738,34.202,41.981,55.576,42.807,50.789,55.014,36.582,49.009,38.167,57.861,28.578,71.091,46.761,46.292,47,50.63,56.693,149.76208
48.543,55.222,51.73,24.231,55.759,72.965,60.283,40.155,64.307,35.581,42.011,53.767,53.79,29.514,77.653,59.486,49.771,46.875,35.012,53.519,151.90236
49.089,36.402,31.481,39.604,68.446,49.467,49.212,62.676,56.354,42.729,68.844,49.749,62.186,63.578,54.669,36.915,39.991,47.38,64.754,47.096,149.55634
54.143,37.796,44.644,46.636,66.746,46.462,56.539,54.279,58.559,39.312,55.628,49.509,56.638,65.039,32.083,45.356,59.767,57.319,55.729,46.256,151.62994
60.352,34.225,28.47,30.746,49.917,55.621,80.342,68.303,55.404,42.719,41.138,63.628,63.088,31.823,78.116,46.329,38.579,65.406,53.098,48.25,161.10474
70.611,44.494,55.517,49.701,50.398,39.769,49.325,38.129,31.447,49.233,47.158,60.985,54.42,47.937,52.646,55.852,66.565,62.937,51.118,34.857,149.12156
47.878,30.513,35.137,47.102,70.463,42.353,64.39,67.587,54.472,31.895,56.924,37.895,42.159,77.559,51.489,53.556,51.707,52.304,71.529,49.753,144.63066
27.489,51.042,65.118,50.187,34.612,29.675,54.944,42.607,41.914,61.58,39.076,46.158,38.464,53.396,53.809,45.99,58.04,14.842,56.757,54.28,134.71308
56.17,47.454,35.861,37.051,54.862,49.02,69.442,71.021,50.536,38.9,63.428,52.723,55.942,41.406,53.249,43.813,48.962,62.915,62.95,53.173,149.26784
61.857,37.954,54.931,47.435,62.883,59.996,60.023,51.471,49.253,40.175,55.73,50.862,55.307,53.164,52.195,51.041,60.834,62.661,56.647,48.943,151.84716
56.312,54.648,63.524,38.475,53.753,52.626,43.142,59.545,37.201,45.072,33.629,51.079,54.703,43.108,44.535,44.504,59.001,63.924,59.481,51.731,148.04564
65.95,46.129,64.253,37.064,52.797,46.974,51.197,46.544,43.293,31.188,49.928,50.618,62.268,40.129,73.197,45.899,50.652,54.614,53.038,39.206,153.8234
39.677,40.256,43.111,49.75,59.015,48.63,46.081,62.716,50.445,45.291,57.075,51.569,54.105,69.776,51.144,42.943,53.681,54.414,55.437,44.047,157.58662
31.171,44.092,45.73,55.271,32.807,40.79,57.579,59.749,44.348,58.833,50.21,49.191,33.567,59.987,48.462,38.374,54.516,40.866,61.181,58.178,149.18648
51.042,58.16,40.53,28.254,37.443,46.935,54.892,60.632,56.371,39.392,52.525,46.365,60.633,20.053,58.002,50.722,50.707,55.913,41.811,51.088,142.7654
40.519,37.162,56.146,29.933,57.622,58.93,35.065,52.956,55.793,41.278,57.094,45.838,73.473,41.592,50.193,44.782,63.7,50.349,33.354,48.288,156.24032
53.67,64.711,37.782,29.621,38.724,44.379,65.776,72.098,38.616,46.419,48.4,47.145,40.589,28.442,62.277,35.939,31.609,60.324,68.091,43.201,143.00794
48.102,38.403,54.668,61.441,39.787,55.865,34.24,57.551,73.775,80.008,47.453,48.195,58.306,65.831,27.151,57.858,68.7,30.451,28.727,58.399,157.1786
63.177,48.472,17.136,24.961,53.693,59.092,81.82,71.087,52.592,62.232,52.597,60.361,44.168,48.781,76.916,39.785,37.428,57.632,58.323,44.673,150.95446
38.899,49.306,57.104,48.138,57.874,52.141,35.629,53.345,70.973,52.694,55.277,27.038,64.604,64.134,40.519,56.46,62.39,34.366,45.229,57.077,147.07952
37.704,40.311,26.99,31.603,56.311,75.25,52.785,64.468,77.999,37.251,50.505,38.139,57.719,41.778,43.206,55.643,54.906,55.368,40.363,56.93,154.17326
50.276,47.28,40.933,41.269,53.431,49.125,63.986,45.118,67.186,30.666,80.742,53.871,67.269,50.711,53.151,46.319,50.384,57.27,52.58,56.097,156.80634
51.623,58.682,51.4,25.568,39.453,39.285,57.143,65.122,50.271,55.26,58.936,55.583,54.793,35.831,59.394,31.355,31.664,55.29,44.946,44.623,149.22044
52.499,39.176,50.753,43.636,58.627,26.964,51.861,75.558,46.11,49.701,47.268,50.944,70.873,91.118,25.182,63.451,41.899,29.34,58.363,44.31,165.06234
31.146,43.881,36.179,40.407,66.797,49.555,66.877,63.224,59.883,40.304,62.842,43.807,45.653,51.36,61.006,38.073,51.731,59.852,51.68,57.731,149.20654
40.884,64.563,52.127,55.229,58.575,38.865,31.829,66.233,42.783,47.493,55.179,28.187,51.485,66.66,43.74,53.978,48.834,43.466,58.851,35.468,141.48556
62.567,48.129,49.168,43.295,56.652,71.33,58.177,46.937,36.736,45.946,46.699,64.682,49.659,41.447,76.928,48.203,63.542,70.322,53.394,37.938,157.9583
48.314,40.572,38.394,48.104,45.608,44.413,45.486,55.997,54.194,50.105,56.242,50.651,39.882,57.852,34.681,40.949,46.775,54.142,60.691,51.119,150.802
68.836,53.882,44.83,43.407,59.635,68.163,61.875,52.974,49.293,24.422,54.425,63.249,50.809,30.216,79.098,48.456,47.22,74.369,51.017,34.64,154.16426
55.404,46.754,62.542,44.248,41.362,26.8,54.645,55.516,42.192,43.932,57.385,63.69,54.653,59.823,53.914,47.522,43.461,50.207,60.53,42.858,150.32826
41.689,41.484,49.526,45.571,60.13,48.881,37.538,77.404,51.232,52.325,53.891,44.29,46.757,71.804,47.824,38.548,50.122,53.308,65.754,40.832,164.50136
62.536,23.013,38.393,69.47,55.046,46.882,46.112,52.477,48.084,73.178,51.469,43.297,46.424,51.466,35.22,52.746,80.367,57.708,53.305,69.769,152.03726
34.773,51.363,69.526,40.347,53.832,46.723,34.353,51.899,52.356,46.435,40.712,41.11,59.143,68.176,40.091,56.409,51.051,39.413,54.535,52.761,163.45534
38.257,41.946,49.641,45.497,53.227,27.084,53.888,62.573,41.672,49.118,48.25,50.355,46.005,60.489,46.928,57.347,49.101,42.208,52.496,48.475,144.11892
56.881,27.934,33.572,45.641,52.851,60.143,61.398,77.478,47.685,55.782,46.282,54.146,48.998,57.13,64.689,36.337,43.6,53.849,68.949,47.591,157.28696
42.485,34.072,29.024,46.822,60.578,69.935,67.977,61.654,68.619,47.181,49.541,55.708,34.71,71.022,46.391,47.61,52.334,55.111,55.597,59.002,160.1381
67.645,43.46,40.211,31.025,61.118,58.397,64.666,62.054,58.082,37.757,61.424,54.971,65.764,30.401,64.344,43.613,45.542,60.463,40.441,48.256,148.71516
50.709,36.671,46.22,47.437,52.124,54.462,38.066,55.229,43.896,82.034,40.159,50.874,34.804,67.047,45.325,33.296,52.917,47.833,65.523,55.549,161.91004
35.346,43.718,54.207,47.184,30.414,49.554,58.399,46.186,63.813,37.844,48.528,54.792,38.593,31.865,68.344,39.977,55.369,56.389,52.93,47.471,149.88044
63.188,66.651,64.652,45.929,31.923,42.956,40.09,57.153,21.849,44.074,35.723,58.673,43.018,45.091,66.477,41.428,50.976,42.056,56.841,32.208,147.33274
59.44,58.844,50.693,31.686,44.192,42.137,57.911,52.328,39.582,57.259,43.025,66.879,55.74,42.604,56.505,25.326,26.113,59.722,72.087,42.073,147.27086
69.79,51.722,53.778,39.82,39.929,56.306,28.045,56.069,40.478,56.687,46.17,57.296,52.835,64.444,55.071,31.914,35.757,61.253,65.058,22.575,145.5416
49.586,28.62,36.358,56.704,62.217,30.93,68.751,63.832,44.404,43.309,56.373,48.122,27.711,63.086,53.191,47.947,55.257,59.332,74.138,59.767,160.6238
57.139,46.394,49.078,32.437,68.184,65.692,54.517,58.225,61.195,28.629,37.682,50.119,59.767,41.858,73.665,55.614,39.487,45.037,45.19,40.101,145.71492
34.565,37.533,47.235,69.9,37.835,38.335,58.796,50.293,50.397,58.302,42.164,65.021,23.338,62.962,40.774,39.173,59.681,28.951,63.359,59.54,150.33606
58.866,49.228,34.158,45.925,31.287,43.71,61.431,43.33,72.662,45.26,64.942,56.249,59.612,38.366,60.529,46.608,50.707,54.821,44.235,46.96,153.53482
54.003,46.655,54.969,47.571,67.543,51.803,50.85,70.908,54.005,43.895,46.822,46.036,54.096,51.28,45.443,61.099,60.779,57.756,40.848,50.341,156.83194
42.027,40.951,39.369,46.316,42.901,39.762,68.699,58.913,47.891,43.735,44.622,48.143,37.499,43.01,66.823,59.3,51.793,31.163,50.33,55.858,152.3138
57.549,32.952,22.815,57.906,54.894,41.828,59.094,60.356,44.713,50.692,41.234,46.15,30.366,65.703,71.441,53.848,52.706,50.301,78.234,42.01,160.24824
32.553,50.128,40.229,54.987,39.584,40.266,67.285,66.527,49.562,55.027,47.86,50.08,33.744,67.369,46.492,47.29,44.829,34.138,69.783,44.829,145.83504
29.49,45.4,48.714,25.352,63.931,63.242,48.015,44.763,71.141,36.84,45.492,44.686,54.981,27.141,58.606,39.911,54.827,49.668,39.032,43.042,152.08392
58.274,26.075,43.14,53.211,50.307,44.189,36.067,42.139,47.338,40.673,54.907,59.865,54.886,52.75,40.548,56.731,66.472,52.227,43.23,41.252,148.96178
51.621,52.478,53.259,43.229,50.533,42.57,48.204,50.201,41.361,58.281,50.268,50.078,52.853,35.031,43.845,52.503,57.672,45.423,48.318,52.608,148.60276
10.97,43.298,24.645,68.488,36.742,28.286,64.272,56.469,61.041,46.055,68.667,55.688,32.186,49.803,59.465,47.398,58.411,32.843,49.359,41.811,130.93132
48.869,53.68,66.49,33.658,39.244,44.203,43.549,55.721,35.841,40.981,49.577,42.649,56.347,31.742,66.266,40.296,46.816,43.199,53.008,44.637,146.73548
44.515,59.97,42.027,46.746,35.383,41.259,42.432,54.857,38.652,58.337,63.068,63.845,53.386,54.551,47.314,44.422,52.37,62.232,49.06,34.787,148.98706
39.53,41.512,66.118,48.466,43.421,34.384,34.173,58.696,57.471,34.648,71.794,36.707,74.695,48.667,40.588,45.388,64.639,34.565,35.35,52.827,143.15542
34.636,40.916,55.354,39.513,59.65,64.742,63.077,37.859,49.671,19.408,47.257,47.374,39.017,18.488,79.159,45.52,65.295,51.081,46.772,62.141,157.06802
41.261,67.903,55.97,23.777,64.366,48.161,35.536,65.135,50.592,37.141,56.258,42.084,65.121,64.197,36.34,45.265,41.579,58.797,51.502,28.362,146.7573
71.714,49.38,50.71,43.607,48.102,58.546,67.403,46.115,49.413,45.73,56.126,65.736,42.61,42.912,68.127,45.223,47.237,63.917,63.076,48.361,159.87574
36.102,48.578,65.568,51.062,60.06,39.265,51.482,46.961,38.137,44.375,46.724,40.511,65.125,67.938,52.52,49.304,58.97,30.862,52.191,52.721,142.63466
48.697,66.029,47.98,41.518,35.686,43.242,37.595,44.019,49.095,45.547,52.24,46.471,40.845,54.436,44.074,37.784,45.911,52.507,60.142,29.352,157.535
59.984,40.805,28.437,37.816,59.809,55.806,61.716,55.37,41.873,31.013,57.105,51.309,43.307,36.229,73.468,44.013,56.814,67.246,59.687,49.943,157.66738
34.061,42.428,72.152,51.363,35.306,37.348,25.929,32.131,27.182,68.207,48.083,28.719,30.669,48.003,47.803,25.109,73.877,40.631,60.809,48.901,161.58798
44.03,38.985,51.494,47.359,38.536,53.162,62.228,69.854,44.132,53.321,30.907,58.562,41.892,50.464,69.885,30.017,36.221,39.986,70.956,43.956,153.05312
34.808,41.844,43.316,45.703,61.367,43.353,52.895,47.27,45.692,54.687,52.935,48.803,54.235,50.803,50.86,44.545,60.437,40.819,41.895,49.102,152.97556
49.113,46.03,44.886,36.471,51.201,56.762,26.379,56.655,74.481,47.426,50.848,53.491,78.501,53.42,41.263,58.89,46.359,39.002,25.094,51.876,153.54612
30.04,57.259,47.023,45.596,38.274,39.529,46.605,43.374,46.523,41.405,49.373,52.891,38.927,51.427,47.706,36.444,45.738,27.002,63.947,35.978,140.52824
63.215,25.157,60.628,45.17,68.87,67.909,53.756,59.675,42.71,39.972,36.09,52.399,50.431,46.782,52.968,37.815,58.698,61.954,60.568,44.417,152.92982
28.803,53.919,70.954,45.95,39.671,47.929,30.981,55.247,60.696,51.161,54.701,34.87,55.689,57.147,39.077,46.512,58.94,25.772,37.5,60.685,141.8295
29.311,41.663,36.958,36.348,67.69,48.722,57.919,59.151,58.905,51.157,64.331,31.342,43.019,58.744,64.358,54.748,52.846,35.267,53.937,58.051,147.58992
47.699,33.307,32.693,42.006,48.528,50.509,57.073,55.564,55.248,41.239,66.931,50.859,50.956,38.46,56.771,59.836,62.541,55.265,41.009,62.662,169.6181
45.471,35.1,40.773,48.866,50.491,52.474,49.556,65.676,49.02,52.159,52.43,45.428,41.53,63.928,47.764,36.573,46.337,41.12,74.683,46.238,154.981
34.383,41.078,52.579,68.385,39.624,45.185,50.807,38.268,46.165,31.108,50.415,60.982,33.732,38.996,54.912,49.521,70.745,38.427,51.503,40.503,148.4752
43.152,42.094,34.401,52.869,49.184,26.09,64.852,59.497,49.965,35.582,65.189,60.376,35.7,70.002,48.633,37.135,44.429,55.116,75.974,25.971,153.28896
33.877,41.557,38.998,52.82,55.768,25.631,55.316,68.355,46.17,57.632,52.916,52.156,50.901,76.813,38.364,41.498,56.915,44.536,60.565,52.591,153.12136
53.392,57.481,54.05,32.71,55.481,66.791,41.898,63.301,60.923,47.683,52.159,52.876,52.848,48.905,46.876,45.185,47.464,65.915,42.456,39.795,149.42694
55.036,32.477,52.053,59.285,47.844,51.722,50.29,59.461,46.071,53.812,39.466,56.192,47.222,70.82,56.098,41.018,39.333,36.452,64.68,39.602,160.86246
46.228,56.858,59.352,26.149,43.873,67.091,31.094,58.996,67.533,53.345,43.32,45.227,66.987,47.565,53.106,43.718,37.098,55.634,43.762,51.918,150.75752
55.883,43.206,60.711,52.9,63.276,48.003,27.726,31.428,42.343,61.915,32.37,32.803,38.658,63.659,42.379,46.944,64.677,43.69,65.546,49.681,156.13072
50.831,37.992,49.044,55.668,58.129,45.388,68.944,45.989,36.669,51.254,31.552,35.019,22.122,57.547,60.676,21.86,56.905,55.155,93.582,41.735,168.03404
57.987,39.238,47.326,55.193,53.029,61.433,52.301,35.427,56.639,45.361,51.794,55.889,50.635,37.395,69.178,53.474,64.428,43.635,36.601,37.378,153.05092
63.183,45.781,38.126,18.081,70.225,77.763,63.449,62.795,56.906,34.294,53.892,40.582,53.26,28.673,78.476,44.943,45.587,81.065,57.465,51.313,146.21848
50.799,51.302,52.137,40.487,53.677,53.285,52.752,61.582,54.64,43.338,54.744,45.819,57.337,54.896,55.888,61.084,52.535,34.032,48.786,43.62,158.5041
40.492,53.633,56.633,47.166,51.386,34.304,52.686,50.907,36.703,34.51,67.777,49.345,43.463,47.383,54.826,34.153,52.978,53.664,62.636,33.574,150.33382
67.334,39.976,57.024,49.269,55.197,44.199,34.827,37.97,45.861,61.964,51.094,47.405,49.894,53.183,33.199,47.998,67.762,59.119,53.596,44.647,152.70188
27.437,36.958,29.043,59.25,57.9,35.561,56.654,38.852,52.493,39.661,71.498,36.597,25.973,46.382,62.339,55.274,85.82,56.663,47.536,55.542,153.9267
29.526,46.237,57.503,45.116,53.101,58.512,31.8,60.202,57.013,45.252,35.79,31.321,58.488,48.604,49.437,42.904,50.917,37.509,58.689,48.257,140.83406
35.011,60.086,72.59,42.9,26.881,35.423,45.248,55.965,41.764,56.214,49.166,59.677,49.786,52.56,67.884,31.475,42.519,27.569,55.57,32.85,152.83418
39.836,57.159,41.52,40.706,40.413,34.895,51.351,39.857,64.922,54.98,57.545,35.315,50.938,42.875,51.502,59.465,65.348,33.189,32.911,52.674,155.49482
30.686,41.08,41.324,46.869,47.253,58.117,53.82,58.583,79.816,63.086,55.01,51.041,70.262,54.599,49.277,50.246,53.194,31.123,35.518,68.186,150.54112
17.597,51.271,49.872,62.177,32.481,28.8,32.666,49.664,63.717,58.684,57.047,61.683,44.427,71.519,39.689,41.94,44.727,20.092,41.259,44.79,127.94856
61.652,43.105,51.283,41.238,57.054,57.705,60.483,39.195,48.92,35.551,59.121,39.259,28.338,36.745,54.284,50.232,66.452,64.359,61.54,55.308,153.99898
29.976,62.044,56.511,35.777,53.404,40.899,53.928,69.686,50.138,46.193,49.224,47.528,57.283,56.768,52.815,47.512,46.592,38.155,49.299,53.812,150.48548
39.638,40.902,53.415,51.126,53.721,39.972,44.193,50.257,53.652,45.108,53.627,45.349,45.913,65.401,31.908,46.338,54.981,40.46,58.458,34.72,150.02378
62.007,46.414,51.015,46.807,57.217,62.128,54.454,68.675,54.875,42.564,43.703,51.787,48.505,45.648,51.423,44.811,47.473,59.995,59.619,37.27,137.31816
55.803,55.423,51.253,23.521,64.794,50.585,42.118,68.679,49.346,38.379,50.814,41.44,76.542,52.787,42.364,56.432,51.217,50.723,45.116,36.852,150.14414
45.672,38.431,55.758,71.699,59.145,57.803,35.978,57.598,38.05,87.651,32.138,43.589,26.536,69.888,37.05,32.243,71.603,58.666,65.142,55.731,161.0047
24.931,62.24,54.633,40.558,34.416,30.498,39.66,61.67,38.749,56.868,55.155,55.953,54.07,66.566,46.462,31.558,35.868,19.038,52.358,35.502,146.55938
58.984,44.361,63.71,69.195,68.06,43.336,42.612,60.757,33.006,42.658,60.812,46.191,58.638,65.47,31.585,39.141,61.853,59.974,61.401,31.414,133.91152
52.609,32.463,36.571,47.696,52.137,46.557,69.369,51.289,56.812,28.196,71.446,54.526,47.558,34.04,64.89,53.179,57.736,51.483,49.048,57.756,154.59876
76.191,46.264,45.299,47.919,63.259,35.545,65.822,54.425,26.223,35.687,52.829,60.305,36.982,41.193,66.6,46.02,49.337,65.293,73.114,35.864,164.70252
41.931,35.518,50.888,50.842,45.528,59.829,48.274,56.126,64.44,55.873,52.344,50.132,61.72,47.368,47.46,56.766,68.998,33.473,31.666,53.062,150.39562
45.923,36.871,30.578,49.395,60.306,47.646,39.963,35.034,38.561,44.736,60.151,33.104,24.247,51.263,62.213,47.499,80.898,62.951,55.702,51.005,145.25566
37.884,71.164,59.188,29.709,19.456,64.022,33.942,53.01,52.499,60.921,31.372,52.247,37.477,30.161,70.585,29.331,34.099,56.417,52.392,36.977,142.1643
52.62,49.58,43.141,44.607,50.686,35.555,64.778,75.773,40.704,42.693,66.958,60.082,46.721,58.031,52.143,47.019,41.944,53.345,69.133,46.134,155.31922
32.299,47.439,55.011,37.003,55.901,55.78,40.131,66.668,47.919,40.88,51.735,66.712,52.961,59.661,45.892,43.178,41.774,49.723,48.243,40.913,155.5082
27.44,32.567,44.738,58.566,52.853,54.065,63.663,63.282,59.526,48.584,44.394,49.289,33.52,77.304,57.26,34.628,52.076,50.5,63.962,46.014,156.30028
61.354,37.555,61.746,53.529,56.255,41.981,46.828,51.078,31.226,66.78,43.479,36.768,26.889,62.397,52.882,28.236,63.54,55.271,79.422,38.533,162.21922
36.406,56.481,54.73,27.322,45.026,44.815,51.355,69.885,54.638,44.195,32.734,51.339,56.07,52.827,58.788,37.644,31.759,36.077,44.147,43.139,145.98422
47.964,33.085,45.456,53.213,49.299,40.197,37.668,76.06,52.197,66.518,56.044,49.769,57.291,75.586,31.584,53.484,57.016,41.421,49.171,47.309,157.28158
51.115,25.859,47.287,51.295,72.354,38.73,56.304,72.804,51.612,26.482,68.503,41.704,53.303,73.176,30.096,53.702,59.884,65.309,64.577,46.776,152.9763
59.3,46.334,42.732,44.75,57.724,54.561,49.578,50.412,55.166,49.018,58.855,51.077,47.519,63.689,39.861,48.579,57.978,73.754,66.437,45.293,151.93094
72.064,36.192,57.151,51.187,36.902,44.217,29.939,35.189,43.454,54.919,37.075,47.689,40.382,36.916,40.197,47.807,68.488,49.587,55.762,38.237,155.92256
52.544,55.483,41.915,26.048,32.723,44.902,43.773,54.851,40.283,44.557,53.71,38.764,46,28.309,57.456,41.045,56.636,66.597,55.151,49.605,149.1669
39.979,39.839,55.439,48.565,66.28,61.603,53.656,69.482,48.455,40.499,42.401,45.52,55.544,72.535,46.139,46.888,47.68,49.489,62.717,45.379,160.05016
49.327,33.644,49.792,42.885,45.425,29.87,64.46,69.199,49.521,34.527,59.289,60.331,57.25,67.817,38.485,41.737,39.015,40.929,73.012,43.192,153.73398
32.24,38.959,22.14,66.224,62.714,49.864,53.997,43.593,62.292,67.608,61.69,48.303,23.776,65.912,42.418,54.948,78.677,51.312,50.506,62.121,151.14002
44.264,40.094,62.673,53.913,26.851,29.319,44.537,50.316,41.451,61.08,42.42,58.044,37.908,66.861,39.685,42.309,42.986,18.575,60.21,53.836,137.28098
55.849,44.557,55.547,34.658,53.952,64.286,49.871,55.198,46.474,48.39,44.114,50.742,59.119,38.077,55.607,45.584,66.817,61.947,42.541,50.615,155.22814
57.693,39.679,53.438,52.677,69.154,31.086,74.346,34.665,37.257,32.007,57.209,46.488,54.67,44,42.996,63.276,77.623,43.468,54.158,48.976,149.54484
35.496,45.09,41.975,44.006,45.234,59.426,47.646,40.363,54.848,64.009,40.161,44.261,41.686,34.605,52.603,49.336,70.736,54.399,36.145,60.935,141.8643
62.204,49.019,70.069,31.248,59.964,64.983,35.46,58.413,46.604,47.342,39.965,56.14,62.542,51.969,28.407,51.388,60.348,54.767,47.729,39.865,145.48888
44.624,42.094,88.591,63.063,27.34,40.588,28.433,44.609,35.019,66.923,18.046,37.541,22.466,54.485,40.258,17.748,61.093,32.064,71.353,48.2,155.02264
36.177,35.213,44.444,36.75,46.249,64.082,45.15,52.05,71.603,27.037,54.034,45.168,56.801,35.539,67.033,49.067,64.806,47.993,43.859,58.903,148.11646
20.057,52.032,68.002,52.735,44.816,33.893,39.583,54.383,46.174,53.903,45.036,54.276,47.969,72.885,37.36,36.168,49.975,27.629,55.72,37.121,150.83802
30.441,46.606,38.382,39.399,28.848,39.829,53.081,38.912,58.606,51.11,52.248,66.512,32.414,44.423,65.971,33.892,41.554,37.528,49.848,42.189,160.96378
37.623,48.409,52.131,36.451,59.156,52.391,57.455,69.273,60.608,48.768,54.825,44.313,43.648,56.667,60.979,18.45,23.256,55.984,66.66,48.201,141.94446
45.532,30.303,55.383,54.087,55.321,59.634,46.519,58.8,55.926,52.773,27.203,37.96,50.29,65.403,52.505,39.425,54.63,37.453,63.676,56.524,153.23168
35.688,48.137,40.198,34.747,39.319,46.985,60.915,66.619,41.449,61.977,45.012,52.442,36.731,27.725,50.182,36.049,53.577,53.202,52.108,52.493,163.37888
17.286,58.793,60.418,65.766,37.013,37.742,39.034,47.726,40.677,58.849,43.082,48.246,25.523,66.482,48.089,28.339,49.451,31.139,65.217,37.955,138.64654
50.211,41.605,41.332,25.482,73.189,74.958,63.136,66.823,69.382,33.159,51.46,47.972,61.612,48.888,56.523,49.776,51.855,73.945,47.76,38.828,152.2252
77.452,33.897,51.263,37.812,43.768,58.903,50.391,72.741,56.039,44.95,47.749,51.771,58.383,44.85,55.589,56.64,43.313,50.519,42.574,48.691,162.458
51.787,40.282,34.507,44.73,55.187,51.567,53.754,60.948,55.286,47.889,60.265,44.12,50.038,53.797,66.538,38.349,45.696,47.823,57.105,41.845,151.86196
33.928,50.448,61.392,38.655,47.294,48.329,47.869,68.758,47.545,61.809,37.177,49.248,49.386,73.923,47.126,37.879,44.671,41.752,61.931,44.204,154.53256
34.77,44.512,50.631,29.666,51.34,65.8,52.004,42.424,58.204,20.941,52.646,41.559,44.051,9.641,69.197,30.637,58.009,64.163,46.711,46.407,138.63114
64.651,50.768,41.897,35.016,37.054,49.075,72.11,59.295,46.295,30.794,55.58,60.194,45.273,21.779,74.192,55.28,46.95,59.702,53.141,49.618,146.5368
43.002,50.681,57.818,63.671,38.081,37.986,43.892,41.438,64.09,33.292,64.389,41.526,44.002,40.687,43.279,41.202,59.045,52.808,52.399,46.053,154.07866
53.915,29.733,46.986,47.351,58.942,52.719,55.84,56.262,57.194,29.225,56.754,59.022,60.79,57.97,57.351,57.928,52.647,59.111,43.719,49.978,161.88504
